제목,줄거리,줄거리_번역여부,최초방영일,작품유형,포스터,장르,networks,에피소드수,평점,인기도,주연배우,match_similarity
결혼계약,인생의 가치가 돈뿐인 남자와 삶의 벼랑 끝에 선 여자가 극적인 관계로 만나 진정한 사랑의 의미를 찾아가는 정통 멜로 드라마,TRUE,2016-03-05,Scripted,https://image.tmdb.org/t/p/w500/aohBKWnnpLNQVdpJKSw5VrT3tYv.jpg,드라마,MBC,16,7.8,4.4053,이서진|유이|김용건|박정수|이휘향,1
결혼백서,연애의 행복한 결말은 프러포즈 아니던가. 하지만 이 커플에게 프러포즈는 끝이 아닌 시작. 결혼 준비라는 힘겨운 전쟁의 서막이었다.,TRUE,2022-05-23,Scripted,https://image.tmdb.org/t/p/w500/k5iEn12RF4WQuxwY5kZa5SYu83M.jpg,드라마,Kakao TV|Netflix,12,7,3.5723,이진욱|이연희|황승언|길용우|송진우,1
결혼의 여신,"신념과 가치, 인생관이 다른 주인공들의 사랑과 갈등을 통해 우리 시대 진정한 결혼의 의미와 소중함을 그려낸 드라마.",TRUE,2013-06-29,Scripted,https://image.tmdb.org/t/p/w500/tRQAhoS3uZL8Kr95PRNgKwfRuEM.jpg,코미디|드라마|가족,SBS,36,1.333,3.5687,남상미|이상우|김지훈|이태란|클라라,1
결혼의 완성,"남은 건 서로에 대한 원망 뿐인 붕괴 직전의 부부 태주와 세윤. 이혼 얘기까지 오가던 어느 날, 술에 취한 태주가 한 말로 인해 아내 세윤이 의문의 범죄자에게 납치된다. 설상가상 납치 사건의 용의자로 남편인 태주가 지목되면서, 태주는 경찰을 피해 홀로 아내를 구해야 하는 상황에 처한다. 돈을 노린 범행이라 생각했던 사건은 숨겨져 있던 진실로 이어지고… 태주는 세윤을 위해 극한까지 자신을 내던져야만 한다.",TRUE,2026-07-04,Scripted,https://image.tmdb.org/t/p/w500/tC7y1Ut98xH8Ovs1KhxRPMkwEmN.jpg,범죄|드라마|미스터리,KBS2,12,8.636,8.8418,남궁민|이설|김대명|이상희|장광,1
결혼작사 이혼작곡,"잘나가는 30대, 40대, 50대 매력적인 세 명의 여주인공에게 닥친 상상도 못 했던 불행에 관한 이야기, 진실한 사랑을 찾는 부부들의 불협화음을 다룬 드라마",TRUE,2021-01-23,Scripted,https://image.tmdb.org/t/p/w500/xRsQec0JQUXQuTVaTURXs9QYHn5.jpg,드라마,TV Chosun,16,7.367,9.5992,성훈|이가령|이태곤|박주미|전노민,1
결혼해YOU,결혼 기피 조건을 다 갖춘 섬 총각 봉철희의 결혼을 성사시키기 위해 급조된 '결혼사기진작팀'에 유배 당한 비혼주의 공무원 정하나의 고군분투 과정을 다룬 '중매 로맨스',TRUE,2024-11-16,Scripted,https://image.tmdb.org/t/p/w500/x2nQQPyZPhY2zC4XxWZMtELapn1.jpg,드라마|코미디,Channel A,10,6.2,3.1312,이이경|조수민|준회|지수연|우현,1
경도를 기다리며,풋풋했던 스무 살에 만나 사랑했던 옛 연인 이경도와 서지우가 인생의 생각지 못한 순간에 재회하면서 겪게 되는 로맨틱 코미디,TRUE,2025-12-06,Scripted,https://image.tmdb.org/t/p/w500/pkEq1AhKKkUzYomIw5hhz4exWFv.jpg,코미디|드라마,JTBC,12,7.7,8.4047,박서준|원지안|이엘|이주영|강기둥,1
경우의 수,"10년에 걸쳐 서로를 짝사랑하는 여자와 남자의 리얼 청춘 로맨스. 진심은 빼놓고 인스턴트 연애만 하는 ‘연알못’ 우연. 기다리던 100일 기념일, 애인에게 차인 우연은 자신의 저주를 상기한다. 누구도 사랑할 수 없는 저주, 딱 한 사람 그 애, 이수만 빼고. 10년 전 우연에게, 우연의 첫사랑에게는 무슨 일이 있었던 걸까?",TRUE,2020-09-25,Scripted,https://image.tmdb.org/t/p/w500/mO1v6vDMQ7ZF8TilVAv5SOFyGGs.jpg,드라마,JTBC,16,5.5,3.6555,옹성우|신예은|김동준|피오|안은진,1
경이로운 소문,"명인 포스의 주방 여사 추매옥을 중심으로, 칼자국 깊게 패인 건달 아우라의 주방 보조 가모탁, 반찬은 셀프를 외치는 시니컬한 홀서빙 도하나 그리고 고교생 알바 소문. 대화도 없이 눈빛만으로도 합이 쩍쩍 맞는 국숫집을 운영하는 네 사람의 실제 직업은 슈퍼히어로다. 그들은 죽음의 강을 건너다가 악귀 사냥꾼으로 다시 태어났다. 사람은 살리고, 악귀는 잡는 따뜻한 이웃, 카운터들의 통쾌한 악귀 사냥이 시작된다.",TRUE,2020-11-28,Scripted,https://image.tmdb.org/t/p/w500/xwXgYXqxLRAYfVGUaS1STEFnmzZ.jpg,드라마|미스터리|Action & Adventure,OCN|tvN,16,8.345,21.0422,조병규|유준상|김세정|염혜란|안석환,1
경찰수업,온몸 다 바쳐 범인을 때려잡는 형사와 똑똑한 머리로 모든 일을 해결하는 해커 출신 범죄자 학생이 경찰대학교에서 교수와 제자의 신분으로 만나 공조 수사를 펼치는 좌충우돌 캠퍼스 스토리,TRUE,2021-08-09,Miniseries,https://image.tmdb.org/t/p/w500/m1nb3hQ0OPqCmR7Esplv8tQ2eXD.jpg,코미디|드라마|범죄,KBS2|wavve,16,7.613,4.0348,차태현|정진영|정수정|추영우|홍수현,1
계룡선녀전,"저기 저 어딘가 수상쩍은 산골 바리스타 할머니가, ‘선녀와 나무꾼’의 바로 그 선녀라면...?  계룡산 자락에서 수수께끼 선문답을 일삼는 할머니가 있는데 알고 보니 기가 막힌 커피를 내리는 바리스타고 심지어 날개옷이 어디 있는지 알려주지 않고 갑자기 세상을 떠난 남편의 환생을 699년째 기다리는 선녀란다. 우리 모두가 알고 있는 ‘선녀와 나무꾼’ 설화에서 출발한 이 이야기는 현실을 살고 있는 두 명의 남편 후보를 만나면서 더 이상 설화가 아닌 우리의 일상으로 사뿐히 날아든다.",TRUE,2018-11-05,Scripted,https://image.tmdb.org/t/p/w500/t1BLfRbP6lpW38t9uNiqzC6V5dY.jpg,코미디|드라마,tvN,16,7,1.9225,문채원|고두심|윤현민|서지훈|전수진,1
계백,백제의 31대 마지막 왕 의자왕과 장수 계백을 재조명하는 퓨전사극이다.,TRUE,2011-07-25,Scripted,https://image.tmdb.org/t/p/w500/4Ritqjtyz2IZmlmaR2aKyQijYRF.jpg,드라마|Action & Adventure,MBC,36,6,4.1535,이서진|이현우|조재현|최원홍|노영학,1
고교처세왕,철없는 고등학생이 대기업 간부로 입사하면서 벌어지는 에피소드를 그린 로맨틱 코미디 드라마,TRUE,2014-06-16,Scripted,https://image.tmdb.org/t/p/w500/e108O8MKi74uyokf6Dpo23rwxqa.jpg,코미디|로맨스|드라마,tvN,17,7.5,4.2202,서인국|이하나|이수혁|이태환|강기영,1
고백부부,"결혼을 후회하는 부부의 전쟁 같은 리얼 인생 체인지 드라마. 누구에게나 인생의 가장 후회되는 순간으로 돌아가고 싶을 때가 있다. 여기 눈만 마주쳐도 못 잡아먹어 안달인 동갑내기 부부가 그렇다. 사랑에 눈이 멀어 스물넷 꽃다운 나이에 피보다 진한 부부의 연을 맺었다. 그 철없던 시절을 후회하며 사는 이 부부 앞에 다시 펼쳐지는 스무 살의 낭만라이프! 앙숙 부부의 전쟁 같은 리얼 인생 바꾸기 프로젝트가 시작된다. 그러나 그들이 간과하고 있는 것 하나, 바로 후회되는 그 순간의 선택은 어쩌면 그 순간 자신에게 가장 최선의 선택이었다는 것을. 과연 그들은 다시 돌아간들 다른 선택을 할 수 있을까? 그 선택 이후, 부부가 살아낸 그 훈장 같은 18년의 기억들을 다 버리고...?",TRUE,2017-10-13,Scripted,https://image.tmdb.org/t/p/w500/acUcMf3OdPren7Ikvps3mgbRKlB.jpg,코미디|Sci-Fi & Fantasy,KBS2,12,7.716,5.1226,장나라|손호준|임지규|허정민|한보름,1
고스트 닥터,"신들린 의술의 오만한 천재 의사와 사명감이라곤 1도 없는 황금 수저 레지던트, 배경도 실력도 극과 극인 두 의사가 바디를 공유하면서 벌어지는 메디컬 스토리.",TRUE,2022-01-03,Scripted,https://image.tmdb.org/t/p/w500/gjoSTHCir9xQh4vMbuSlHLki7I9.jpg,코미디|드라마|Sci-Fi & Fantasy,tvN,16,7.938,5.2761,비|김범|유이|손나은|김재용,1
고품격 짝사랑,키우는 신인마다 톱스타로 만드는 마이더스의 손! 차세대 까도남 CEO 세훈이 우연히 만난 산골 순수 처녀 이령을 캐스팅하기 위해 고군분투하며 벌어지는 예측불허 로맨틱 코미디,TRUE,2015-11-14,Scripted,https://image.tmdb.org/t/p/w500/umA8Twf4MxHUfiMNMxFCgyf1eZ1.jpg,코미디|드라마,Sohu Video|MBN,20,5.8,3.0431,정일우|진세연|이시언|윤보라|이주헌,1
고호의 별이 빛나는 밤에,"일도 잡고, 사랑도 잡고 싶은 29살 광고쟁이 고호와 남친후보 5인의 오지선다 오피스 로맨스",TRUE,2016-07-02,Miniseries,https://image.tmdb.org/t/p/w500/uHisXVBIe2tGu6xqqWS8EmsRqcl.jpg,코미디,Sohu Video|SBS,20,6.9,2.8134,신재하|이지훈|권유리|김영광|최덕문,1
골드랜드,밀수 조직의 금괴를 우연히 넘겨받게 된 ‘희주’가 금괴를 둘러싼 여러 군상들의 탐욕과 배신이 얽힌 아수라장 속에서 금괴를 독차지하려는 욕망에 사로잡혀 벌이는 사투를 그린 작품.,TRUE,2026-04-29,Miniseries,https://image.tmdb.org/t/p/w500/exAqL4Hbh2M712QlFwGDTqZeiAl.jpg,드라마|범죄|미스터리,Disney+,10,7.733,7.1863,박보영|김성철|이현욱|이광수|김희원,1
공작도시,"대한민국 정재계를 쥐고 흔드는 성진그룹의 미술관을 배경으로, 최고의 자리에 오르고자 하는 치열한 욕망을 담은 미스터리 심리 스릴러 드라마.",TRUE,2021-12-08,Scripted,https://image.tmdb.org/t/p/w500/aeUT2aRyHGXSetynkosSEnedDDS.jpg,드라마|미스터리,JTBC,20,6.6,4.459,수애|김강우|김미숙|이이담|이학주,1
공주의 남자,정치적 숙적이었던 수양대군과 김종서의 두 자녀 이세령과 김승유의 사랑 이야기,TRUE,2011-07-20,Scripted,https://image.tmdb.org/t/p/w500/gz8QeL4tgAjVaP4m7APxaJ9J33m.jpg,드라마,KBS2,24,6.7,4.5335,박시후|문채원|홍수현|송종호|이민우,1
공항 가는 길,"삶에, 두 번째 사춘기가 온다. 삶의 중반, 인생의 반환점에 도달했지만 현실에 흔들리는 30대, 파도처럼 몰려오는 삶의 부침 속에서 우리에게 필요한 것은, 그저 작은 한 마디다. 순간의 기댐. 그 어떤 것들. 그리고 서슴없이 그것을 전하는 단 한 사람. 지금 이 사람이 꼭 필요하고, 이 사람이 주는 ‘위로’가 절실하다. 그래서, 노력한다. 보는 이들이 응원해주고 싶을 만큼. 세상에서 가장 따뜻한 위로, 가장 절절한 사랑이 온다!",TRUE,2016-09-21,Scripted,https://image.tmdb.org/t/p/w500/yx5MR25Cl5I8lVZM8CEDSYePsfY.jpg,코미디|드라마|가족,KBS2,16,6.778,2.7184,김하늘|이상윤|신성록|최여진|장희진,1
광장,스스로 아킬레스건을 자르고 광장을 떠났던 기준. 그가 조직의 2인자였던 동생 기석의 죽음을 파헤치고자 11년 만에 돌아온다. 차가운 복수를 향해 타협 없이 직진하는 강렬한 누아르 액션.,TRUE,2025-06-06,Miniseries,https://image.tmdb.org/t/p/w500/moKcq3vV0WlYkqln1g48cIgOPue.jpg,Action & Adventure|드라마,Netflix,7,7.856,13.7281,소지섭|허준호|공명|추영우|안길강,1
"괜찮아, 사랑이야",정신과를 배경으로 마음의 병을 짊어지고 사는 현대인들의 삶과 사랑을 그린 작품,TRUE,2014-07-23,Scripted,https://image.tmdb.org/t/p/w500/pqwLrG9gwmNmWFIAldlCPMnRoJ4.jpg,코미디|드라마,SBS,16,8.088,4.6201,조인성|공효진|성동일|이광수|진경,1
괴리와 냉소,'프로 관종'이 되고 싶은 '아마추어 관종' 오괴리와 '프로 손절로' 안냉소가 금남 아파트에 입주해 괴짜 가족이 돼가는 과정을 그린 성장 드라마,TRUE,2024-11-22,Scripted,https://image.tmdb.org/t/p/w500/gfkpLCogGijetDrGUlNEHEdw98f.jpg,코미디,MBN,2,0,1.1475,전소민|한승연|임소영,1
구경이,경찰 출신의 보험조사관 구경이. 바깥세상과 단절된 채 지내던 그녀가 세상에 나와 연쇄 살인마를 쫓기 시작한다. 완벽하게 사고로 위장된 사건. 범인은 우리 주변에 있다!,TRUE,2021-10-30,Scripted,https://image.tmdb.org/t/p/w500/5APaAl6eErwjDSKrabquiA9j0Ze.jpg,Action & Adventure|코미디|드라마|미스터리|범죄,JTBC,12,7.4,4.5216,이영애|김혜준|김해숙|곽선영|백성철,1
구르미 그린 달빛,"한 나라의 세자가, 내시와 사랑에 빠졌다! 츤데레 왕세자 이영과 남장 내시 홍라온의 예측불허 궁중위장 로맨스. 운종가에서 돈을 받고 연애상담을 해주는 여심전문가 홍라온! 정도령 대신 연서의 상대를 만나러 간 라온, 헌데 눈앞에 나타난 사람은 어여쁜 처자가 아닌 훤칠하고 잘생긴 사내 사내 옷을 입었지만 실은 여자인 라온에게 그들이 내민 것은 바로 내시계약서...!",TRUE,2016-08-22,Scripted,https://image.tmdb.org/t/p/w500/tUgHEXrYPjkzpY4aUCDg7YZh7uF.jpg,코미디|드라마|War & Politics,KBS2,18,6.977,15.4913,박보검|김유정|정진영|채수빈|곽동연,1
구미호뎐,"1999년, 여우고개에서 벌어진 기이한 교통사고로 부모를 잃은 9살 소녀, 지아. 21년 후, 30살이 된 지아는 세상의 숨겨진 미스터리를 찾아서 밝히는 탐사보도 프로그램 “도시 괴담을 찾아서”의 피디로 활약 중이다. 그런데 어느 날, 지아네에 수상한 ‘괴물’에 대한 제보가 들어오는데...",TRUE,2020-10-07,Scripted,https://image.tmdb.org/t/p/w500/toZBZ9XS9U3Xle13ZobiUf5vpGB.jpg,Sci-Fi & Fantasy|드라마|코미디|미스터리,tvN,16,8.362,11.1181,이동욱|조보아|김범|김용지|황희,1
구미호뎐1938,"이연이 산신이 된 과정을 비롯해 전 시즌에서 못다한 이랑의 이야기 등을 설화에 녹인 드라마. 드라마 ""구미호뎐""의 프리퀄 작품.",TRUE,2023-05-06,Scripted,https://image.tmdb.org/t/p/w500/gho6kNdp5C9yB40a05sKZ9fMNBz.jpg,드라마|Sci-Fi & Fantasy|Action & Adventure,tvN,12,8.119,7.5235,이동욱|김소연|김범|류경수|김용지,1
구여친클럽,"연상의 이혼녀, 고스펙 허당녀, 3류 섹시 여배우는 되고 나만 안되는 그 놈, 방명수! 화제의 웹툰을 통해 그간의 모든 애정사를 만천하에 까발린 공공의 적이자 공공의 남친과 그의 네 명의 여자들이 한자리에 모이며 시작되는 사자대면 스캔들",TRUE,2015-05-08,Scripted,https://image.tmdb.org/t/p/w500/cdAJs1vtNPeeG1aYwlnWgAmhjME.jpg,코미디|로맨스,tvN,12,6.929,2.1755,변요한|송지효|이윤지|류화영|도상우,1
구해줘,"불안과 두려움을 가진 보통 사람들이 종교의 이름을 빌어 사기치는 사람들, 사이비에 어떻게 빠져 들어가는지 그려내며 무엇이 진짜고 가짜인지 생각해보게 한다. 모두가 진짜라고 믿는 헛된 믿음을 알아보고 고군분투하는 미친 꼴통의 나 홀로 구원기.",TRUE,2017-08-05,Scripted,https://image.tmdb.org/t/p/w500/g4FhqMaH6HXwWEmmYnqevFZbaQU.jpg,범죄|코미디|드라마,OCN,16,8.089,9.9982,옥택연|서예지|우도환|조성하|조재윤,1
국민 여러분!,"얼떨결에 경찰과 결혼한 사기꾼이 원치 않은 사건에 휘말리고 국회의원에 출마하며 벌어지는 코믹 범죄 드라마. 우리와 같은 시대를 사는 ‘을’ 의 모습을 보여주며 아픔을 공유하는 ‘동변상련식’ 힐링이 아닌, 우리를 아프게 하는 ‘갑’ 들에게 통쾌한 한방을 먹여 드라마를 보는 동안에나마 상실감을 극복하는 ‘이이제이식’ 힐링을 지향한다. 그럼으로 법과 원칙을 지키면서도 소외받는 ‘을’ 들에게 말하고 싶다. 우리에겐 더 나은 세상에서 살 수 있는 권리가 있고, 더 나은 세상을 만들어야할 의무가 있다고 말이다.",TRUE,2019-04-01,Scripted,https://image.tmdb.org/t/p/w500/tei4Kl3Ej2JXLq3qJSJnm1XFHuH.jpg,범죄|코미디,KBS2,36,5.8,4.8666,최시원|이유영|김민정|태인호|김의성,1
국민사형투표,악질범들을 대상으로 국민사형투표를 진행하고 사형을 집행하는 정체 미상 개탈을 추적하는 이야기를 그린 국민 참여 심판극,TRUE,2023-08-10,Miniseries,https://image.tmdb.org/t/p/w500/2VOWoJquG1tJNLJi8N9khQuVLuS.jpg,드라마|미스터리|범죄,SBS,12,7.683,9.1901,박해진|임지연|박성웅|김유미|신정근,1
군검사 도베르만,돈과 권력을 위해 군검사가 된 남자. 다른 목적을 위해 군대에 온 신임 군검사의 등장으로 계획에 제동에 걸린다.,TRUE,2022-02-28,Scripted,https://image.tmdb.org/t/p/w500/f4eHHUsVgafFoAgTaLoNyfnOxAj.jpg,드라마,tvN,16,7.4,5.9951,안보현|조보아|오연수|김영민|김우석,1
군주-가면의 주인,"조선팔도의 물을 사유해 강력한 부와 권력을 얻은 편수회(邊首會). 이제 조선을 위해 하늘이 내린 왕은 없다. 그런데 힘없는 왕세자가 이 거대한 막후조직과 맞서 싸우려한다. 부와 권력이 마땅한 왕좌가 아닌 백성을 위해! 가면을 쓰고 살아야하는 이유를 알기 위해 우보를 찾아갔던 세자(유승호)는, 첫사랑 가은(김소현)과 자신과 이름이 같은 동무 이선(김명수)을 만나, 양수청과 편수회의 실체에 접근하게 되고... 대목(허준호)은 세자가 왕 몰래 종묘를 빠져나갔다는 사실을 알게 되는데...",TRUE,2017-05-10,Scripted,https://image.tmdb.org/t/p/w500/5CYEcdM3H66QAIGkzW2AIJXyjtt.jpg,드라마,MBC,40,6.188,7.0558,유승호|김소현|엘|윤소희|허준호,1
